Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,88.0,9.0,8.0,7.0,E
Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.0,29.0,8.8,69.0,T
Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.83,0.43,0.0,0.13,1.39,60.0,77.0,6.1,1417.0,M
Injustice: Gods Among Us,X360,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0.0,0.11,1.38,81.0,63.0,7.9,365.0,T
Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.0,49.0,6.4,241.0,M
True Crime: Streets of LA,X,2003.0,Action,Activision,0.96,0.37,0.0,0.05,1.38,77.0,39.0,7.8,28.0,M
Sonic Generations,X360,2011.0,Platform,Sega,0.71,0.53,0.0,0.13,1.38,77.0,49.0,8.3,341.0,E
Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.77,0.47,0.02,0.13,1.38,89.0,70.0,8.3,688.0,M
Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.26,0.02,0.0,0.1,1.38,60.0,6.0,6.7,7.0,E
Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,81.0,21.0,8.1,18.0,T
LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,77.0,12.0,8.4,16.0,E10+
Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,81.0,44.0,6.1,60.0,E10+
Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,0.8,0.45,0.0,0.12,1.37,80.0,25.0,5.8,87.0,M
Deus Ex: Human Revolution,PS3,2011.0,Shooter,Square Enix,0.5,0.59,0.07,0.22,1.37,89.0,50.0,8.2,686.0,M
Star Wars Knights of the Old Republic II: The Sith Lords,X,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,86.0,67.0,8.6,140.0,T
The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.49,0.55,0.0,0.33,1.37,65.0,17.0,6.9,32.0,T
Titanfall,X360,2014.0,Shooter,Electronic Arts,0.88,0.34,0.02,0.13,1.37,83.0,21.0,5.9,374.0,M
Dead Rising 2,PS3,2010.0,Action,Capcom,0.43,0.57,0.15,0.21,1.37,80.0,54.0,6.7,178.0,M
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Namco Bandai Games,0.73,0.51,0.0,0.12,1.36,91.0,13.0,9.1,3974.0,M
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36,78.0,45.0,7.1,52.0,E
Tom Clancys Ghost Recon 2,X,2004.0,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,80.0,53.0,8.9,58.0,T
Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,68.0,65.0,6.0,160.0,T
Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75.0,21.0,7.9,32.0,E
Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.4,0.87,0.0,0.1,1.36,81.0,52.0,6.0,3535.0,M
Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73.0,20.0,8.9,36.0,M
Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,1.36,87.0,12.0,8.0,590.0,M
WWE 13,PS3,2012.0,Action,THQ,0.51,0.6,0.0,0.25,1.36,76.0,24.0,8.1,99.0,T
Yoshis Woolly World,WiiU,2015.0,Platform,Nintendo,0.66,0.47,0.12,0.11,1.35,78.0,83.0,8.4,381.0,E
Metroid: Other M,Wii,2010.0,Action,Nintendo,0.85,0.28,0.13,0.1,1.35,79.0,71.0,6.5,483.0,T
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.53,0.72,0.0,0.11,1.35,84.0,38.0,5.4,7565.0,M
Gardening Mama,DS,2009.0,Puzzle,505 Games,0.79,0.42,0.01,0.13,1.35,60.0,17.0,9.3,4.0,E
Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.7,0.52,0.0,0.13,1.35,63.0,16.0,6.3,6.0,E
Burnout Paradise,X360,2008.0,Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,88.0,68.0,6.9,279.0,E10+
MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82.0,63.0,8.0,319.0,T
Samurai Warriors,PS2,2004.0,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.0,37.0,8.8,24.0,T
FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,79.0,7.0,7.4,15.0,E
FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,84.0,8.0,8.9,21.0,E
FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,82.0,43.0,7.9,57.0,E
Crysis 2,X360,2011.0,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84.0,72.0,7.5,534.0,M
Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73.0,19.0,7.4,23.0,T
Devil May Cry 4,X360,2008.0,Action,Capcom,0.79,0.34,0.08,0.13,1.34,84.0,61.0,8.0,248.0,M
Tom Clancys Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81.0,32.0,7.9,93.0,M
Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,1.34,92.0,57.0,8.9,443.0,E10+
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84.0,56.0,7.3,149.0,T
Doom 3,X,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,88.0,71.0,7.4,116.0,M
F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,84.0,46.0,7.8,84.0,E
Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71.0,34.0,8.6,78.0,T
Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80.0,49.0,8.3,32.0,E10+
Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,74.0,26.0,8.4,61.0,E10+
Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79.0,76.0,7.1,187.0,T
Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,73.0,27.0,8.1,64.0,M
Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,1.34,84.0,50.0,8.1,205.0,T
MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,90.0,28.0,8.6,51.0,E
Overwatch,XOne,2016.0,Shooter,Activision,0.81,0.4,0.0,0.12,1.33,91.0,18.0,5.6,685.0,T
Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,83.0,100.0,8.1,1162.0,T
Skylanders SWAP Force,X360,2013.0,Platform,Activision,0.87,0.34,0.0,0.12,1.33,83.0,37.0,5.7,45.0,E10+
Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92.0,60.0,8.8,281.0,T
Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57.0,15.0,6.5,21.0,E
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.89,0.3,0.01,0.13,1.33,74.0,26.0,7.8,388.0,M
Assassins Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.53,0.49,0.06,0.25,1.33,70.0,71.0,7.2,319.0,M
Assassins Creed Syndicate,XOne,2015.0,Action,Ubisoft,0.65,0.57,0.0,0.11,1.33,78.0,22.0,6.1,404.0,M
WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.62,0.49,0.01,0.2,1.33,74.0,27.0,7.3,41.0,T
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,93.0,85.0,8.3,281.0,M
UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.32,84.0,70.0,6.7,80.0,T
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91.0,47.0,7.5,937.0,T
NFL 2K3,PS2,2002.0,Sports,Atari,1.06,0.08,0.0,0.18,1.32,93.0,20.0,7.4,25.0,E
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.56,0.0,0.21,1.32,79.0,42.0,8.0,52.0,E10+
Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.41,0.0,0.11,1.32,73.0,32.0,7.5,25.0,E
Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74.0,36.0,8.5,38.0,E
The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,0.81,0.38,0.0,0.12,1.32,77.0,11.0,8.4,614.0,M
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.5,0.39,0.34,0.08,1.31,69.0,44.0,8.8,191.0,E
Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81.0,37.0,6.2,354.0,M
Madagascar,PS2,2005.0,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,25.0,7.4,25.0,E10+
Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,61.0,20.0,7.3,28.0,M
[Prototype],X360,2009.0,Action,Activision,0.84,0.35,0.0,0.12,1.31,78.0,83.0,7.8,357.0,M
Skylanders Giants,X360,2012.0,Action,Activision,0.76,0.44,0.0,0.11,1.31,80.0,35.0,6.6,39.0,E10+
Burnout 3: Takedown,X,2004.0,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,94.0,76.0,7.2,139.0,T
The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,0.97,0.23,0.0,0.11,1.3,89.0,76.0,8.6,127.0,T
NBA Live 07,PS2,2006.0,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63.0,12.0,6.0,39.0,E
SingStar 80s,PS2,2005.0,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3,78.0,22.0,8.3,6.0,T
Crysis 2,PS3,2011.0,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.3,85.0,54.0,7.2,407.0,M
Tekken 6,X360,2009.0,Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,80.0,59.0,7.0,133.0,T
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,1.1,0.06,0.0,0.14,1.3,90.0,17.0,6.0,98.0,E
Namco Museum DS,DS,2007.0,Misc,Atari,1.13,0.01,0.06,0.09,1.3,67.0,19.0,5.9,8.0,E
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0.0,0.19,1.3,75.0,24.0,7.7,33.0,E10+
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,1.3,68.0,25.0,8.3,26.0,E
Assassins Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.57,0.06,0.2,1.29,72.0,53.0,7.5,294.0,M
Sonic Colors,DS,2010.0,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,26.0,7.9,68.0,E
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,49.0,10.0,6.2,5.0,E
Deal or No Deal,Wii,2009.0,Misc,Zoo Games,1.2,0.0,0.0,0.09,1.29,56.0,4.0,5.0,5.0,E
Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,51.0,8.6,27.0,T
The LEGO Movie Videogame,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.69,0.49,0.0,0.11,1.29,69.0,8.0,7.2,26.0,E10+
EA Playground,Wii,2007.0,Sports,Electronic Arts,0.68,0.47,0.0,0.13,1.29,66.0,32.0,7.6,30.0,E
Champions of Norrath,PS2,2004.0,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.0,51.0,8.5,59.0,T
LEGO Batman: The Videogame,PSP,2008.0,Action,Warner Bros. Interactive Entertainment,0.57,0.44,0.0,0.27,1.28,73.0,5.0,7.4,10.0,E10+
Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.28,91.0,69.0,8.1,1112.0,T
Manhunt,PS2,2003.0,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,47.0,8.3,137.0,M
Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67.0,21.0,7.3,26.0,E10+
Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,34.0,9.0,565.0,M
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,6.3,135.0,E
Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,93.0,12.0,9.4,362.0,T
Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.03,0.14,0.0,0.1,1.27,73.0,16.0,7.2,19.0,T
Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,E10+
The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,31.0,6.6,71.0,T
LEGO Batman: The Videogame,PS2,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,77.0,8.0,8.9,17.0,E10+
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,70.0,6.2,1318.0,M
NBA 2K9,X360,2008.0,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27,84.0,32.0,7.2,44.0,E
Tony Hawks Underground,X,2003.0,Sports,Activision,0.85,0.37,0.0,0.05,1.27,85.0,33.0,9.1,26.0,T
.hack//Infection Part 1,PS2,2002.0,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,75.0,35.0,8.5,60.0,T
Jillian Michaels Fitness Ultimatum 2009,Wii,2008.0,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,30.0,4.0,2.0,23.0,E
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86.0,60.0,8.6,434.0,T
LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,0.78,0.37,0.0,0.12,1.27,65.0,29.0,8.9,51.0,E
WWE 12,X360,2011.0,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,52.0,6.3,90.0,T
Sonic Adventure DX: Directors Cut,GC,2003.0,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,27.0,7.9,140.0,E
Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,50.0,8.5,335.0,T
Battle Arena Toshinden,PS,1994.0,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69.0,4.0,6.3,4.0,T
WWE 13,X360,2012.0,Action,THQ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8.0,110.0,T
Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80.0,6.0,5.0,124.0,E10+
EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,E
Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Take-Two Interactive,0.39,0.72,0.0,0.15,1.26,68.0,36.0,5.8,21.0,E
Football Manager 2011,PC,2010.0,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,23.0,8.4,79.0,E
Saints Row IV,PS3,2013.0,Action,Deep Silver,0.57,0.41,0.09,0.19,1.26,76.0,26.0,6.3,278.0,M
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59.0,20.0,7.7,6.0,E
Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,Nintendo,0.57,0.4,0.19,0.09,1.26,81.0,78.0,8.6,378.0,E
Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.0,42.0,7.2,167.0,T
LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,88.0,71.0,8.6,351.0,E
NBA Live 2001,PS,2000.0,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,86.0,10.0,8.0,6.0,E
LEGO Harry Potter: Years 5-7,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.7,0.43,0.0,0.12,1.25,76.0,8.0,7.8,13.0,E10+
Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,68.0,7.0,7.4,34.0,T
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63.0,64.0,6.9,223.0,M
Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,83.0,54.0,8.4,135.0,T
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,27.0,8.2,78.0,E
Black,PS2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.0,62.0,8.4,195.0,M
Tom Clancys Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,32.0,7.6,81.0,M
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,74.0,22.0,8.6,137.0,E
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,37.0,6.2,107.0,T
Tom Clancys Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,87.0,45.0,8.6,34.0,T
Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81.0,51.0,8.9,155.0,T
Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.45,0.67,0.0,0.12,1.24,52.0,15.0,6.8,4.0,E
Baldurs Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,87.0,29.0,8.3,90.0,T
Oddworld: Abes Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,85.0,10.0,9.0,97.0,T
FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.24,76.0,36.0,6.4,66.0,E
Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78.0,20.0,7.7,6.0,E
WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,78.0,9.0,6.9,34.0,T
Star Wars Episode III: Revenge of the Sith,X,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24,61.0,44.0,8.1,54.0,T
[Prototype],PS3,2009.0,Action,Activision,0.65,0.4,0.0,0.19,1.24,79.0,53.0,7.7,308.0,M
LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.24,80.0,49.0,8.5,74.0,E10+
Assassins Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,63.0,38.0,7.1,70.0,M
Hyrule Warriors,WiiU,2014.0,Action,Nintendo,0.59,0.42,0.13,0.1,1.23,76.0,81.0,8.3,664.0,T
Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,6.0,4.6,29.0,E
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.42,0.62,0.0,0.2,1.23,73.0,47.0,7.4,238.0,T
Ninja Gaiden,X,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,89.0,8.8,152.0,M
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,0.45,0.49,0.11,0.19,1.23,79.0,60.0,8.3,208.0,T
Crash Bandicoot: The Wrath of Cortex,X,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70.0,16.0,8.1,19.0,E
Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16,1.23,57.0,51.0,5.5,102.0,M
Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80.0,22.0,8.8,39.0,E
Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.0,0.13,0.0,0.1,1.23,70.0,59.0,6.7,48.0,T
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,31.0,7.3,43.0,E10+
Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,63.0,6.0,7.7,9.0,E10+
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.4,0.74,0.0,0.09,1.23,96.0,57.0,7.9,3826.0,M
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,58.0,E
Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,65.0,8.2,468.0,T
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,63.0,39.0,7.5,27.0,E
Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,43.0,8.5,48.0,E
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,29.0,9.5,150.0,E
Max Payne,X,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.1,62.0,M
Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,0.73,0.37,0.01,0.11,1.22,71.0,27.0,5.1,299.0,M
NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,19.0,7.8,16.0,E
NASCAR Thunder 2003,PS2,2002.0,Racing,Electronic Arts,0.6,0.46,0.0,0.16,1.22,84.0,16.0,8.7,17.0,E
Cars,PS2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,30.0,8.4,12.0,E
Fuzion Frenzy,X,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,28.0,6.9,16.0,E
Call of Duty: Finest Hour,X,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,73.0,55.0,7.8,22.0,T
Final Fantasy IV,DS,2007.0,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85.0,52.0,7.7,167.0,E10+
Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,22.0,8.5,111.0,T
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85.0,69.0,8.1,207.0,T
Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,41.0,8.6,185.0,E
Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86.0,13.0,9.0,94.0,M
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,131.0,T
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0,24.0,8.8,46.0,E
Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75.0,16.0,7.6,40.0,T
Bayonetta,PS3,2009.0,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,356.0,M
Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,85.0,61.0,8.6,105.0,E
The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,73.0,19.0,8.2,10.0,T
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,T
Destiny: The Taken King,XOne,2015.0,Shooter,Activision,0.86,0.23,0.0,0.12,1.2,89.0,11.0,5.2,393.0,T
ATV Offroad Fury 3,PS2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0,E
F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,57.0,E
Pikmin 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,54.0,9.1,140.0,E
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.51,0.0,0.2,1.2,81.0,28.0,7.5,81.0,E10+
Cars,PSP,2006.0,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7.0,4.0,E
Enter the Matrix,X,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0,T
FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,E
NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,E
The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,14.0,6.8,9.0,E
